52,38,45,79,23,20,3,5,49,4,27,72,34,43,6,32,66,7,22,18
59,21,45,9,15,75,72,4,25,11,19,1,73,18,43,51,79,78,40,71
63,32,21,62,20,67,30,13,65,15,55,19,14,36,58,10,26,68,49,70
55,33,73,32,72,35,45,36,64,31,38,14,28,29,67,75,42,2,60,48
44,55,41,18,2,23,4,11,46,37,52,31,70,15,67,73,22,64,42,6
26,57,65,74,59,18,61,79,41,36,21,24,73,16,6,80,5,42,71,58
50,73,40,53,4,59,68,6,3,67,29,75,76,42,77,49,61,20,27,18
38,41,65,60,10,11,25,61,21,72,5,43,53,31,49,27,68,55,6,22
51,80,67,18,39,15,68,13,28,7,6,78,71,52,30,79,35,62,42,38
71,2,41,9,68,37,24,56,40,17,29,53,36,22,66,30,61,8,60,12
19,52,67,77,47,25,38,9,21,33,75,17,72,1,3,15,73,2,18,62
58,40,70,52,18,77,17,55,66,9,48,35,33,21,32,80,12,1,61,24
79,66,35,28,62,25,27,54,80,70,61,21,23,59,60,74,43,24,30,36
65,28,44,23,3,34,18,41,36,70,47,73,66,77,42,15,21,45,59,54
1,5,79,77,38,75,74,63,80,14,78,51,9,35,62,55,7,71,73,76
29,61,40,6,59,4,31,74,57,46,45,25,76,28,7,36,30,67,78,39
11,48,38,45,20,78,6,56,34,22,67,3,58,29,40,9,46,24,31,13
66,61,56,57,52,32,42,80,69,8,41,10,44,38,9,79,36,58,77,4
52,75,59,61,37,44,4,77,34,47,43,63,32,45,16,60,2,18,51,57
72,25,31,48,67,74,54,62,30,26,6,15,49,47,59,77,23,55,40,41
14,44,32,26,72,52,12,17,18,56,8,63,16,13,71,76,48,42,2,78
50,66,21,36,73,7,18,71,6,65,5,12,78,38,75,79,59,39,29,47
44,21,19,79,9,4,24,55,10,36,53,12,72,29,43,62,1,38,31,37
70,35,22,26,51,39,17,79,12,8,25,50,14,59,9,4,65,23,55,11
65,50,2,76,43,61,73,32,58,71,56,21,9,55,39,3,59,20,36,78
39,3,68,34,56,60,74,73,44,52,69,22,41,25,43,66,27,6,70,57
76,33,29,45,71,4,31,65,53,62,70,30,38,49,50,22,9,51,37,5
58,53,40,50,17,66,14,61,10,38,23,33,26,56,60,46,62,11,27,32
74,59,38,30,17,78,8,73,43,29,63,36,50,26,12,57,67,46,65,33
46,9,67,56,35,11,79,26,14,75,71,65,28,63,64,47,52,51,17,69
40,80,43,68,54,29,22,55,50,25,74,76,70,65,60,5,46,18,38,24
1,13,41,45,24,57,71,31,18,21,72,25,67,33,58,77,43,80,62,28
20,18,3,77,31,38,58,74,57,80,5,23,40,53,27,17,22,54,39,65
60,42,46,73,52,64,68,29,74,31,38,71,75,70,33,53,13,56,2,65
74,38,66,56,51,54,23,39,30,58,47,75,7,8,32,34,21,72,3,45
70,59,60,47,24,56,3,58,71,21,39,29,14,2,73,32,64,48,19,51
20,29,26,15,64,17,71,22,27,7,34,13,6,70,76,45,28,38,21,53
7,2,75,27,50,53,73,52,20,25,40,5,67,4,72,79,74,24,31,58
30,62,39,37,68,33,22,50,72,27,77,26,25,19,8,4,58,69,9,3
43,65,36,67,23,52,39,41,76,31,59,1,50,55,74,32,53,18,58,79
74,31,19,17,76,7,35,62,77,57,30,39,1,6,27,22,43,32,71,66
59,8,40,68,34,28,43,50,47,7,27,65,12,52,31,10,32,38,44,11
25,14,45,62,65,69,18,19,40,31,15,66,77,47,75,42,51,22,27,10
1,60,36,57,22,65,15,39,23,58,48,32,77,52,43,72,70,34,54,55
69,39,19,76,2,26,62,64,35,21,49,25,3,41,57,15,16,66,18,43
24,18,32,56,72,2,12,13,27,53,49,54,15,7,6,19,25,48,35,58
17,2,31,35,8,80,36,41,65,63,46,64,32,38,71,69,49,66,55,48
69,68,22,9,51,17,35,31,80,14,56,32,43,76,26,7,36,79,13,41
45,54,35,41,25,49,53,43,28,31,50,2,64,72,77,18,58,46,56,52
71,66,14,24,40,61,79,57,13,50,70,65,23,56,34,48,41,52,20,51
51,77,16,79,68,42,50,30,69,2,36,23,60,49,62,28,35,44,48,52
24,60,11,62,3,64,36,66,8,38,6,48,53,63,40,57,45,17,30,23
23,24,44,34,39,6,33,50,16,48,72,20,53,40,5,57,58,14,17,7
61,49,21,73,80,41,77,44,6,70,24,59,51,57,5,26,58,76,45,25
9,27,42,62,29,18,37,31,46,38,4,3,32,47,60,56,20,55,43,19
2,54,29,68,39,67,65,23,31,20,61,9,41,30,37,44,51,45,12,75
49,43,57,72,34,37,28,60,25,76,65,50,11,55,79,29,24,8,47,70
78,59,76,79,60,22,23,44,33,7,1,24,26,75,62,68,46,30,2,45
2,14,44,70,59,33,78,16,31,73,62,17,45,13,64,32,8,20,47,48
53,31,28,23,42,12,33,37,80,41,72,59,67,16,70,24,20,60,77,57
17,16,40,30,77,59,28,31,8,74,25,42,13,55,75,32,9,63,3,15
54,20,13,33,57,18,21,44,11,16,17,59,62,4,77,64,49,3,65,56
34,75,29,26,28,32,2,6,43,49,5,22,7,65,76,69,45,12,79,50
25,41,64,9,73,68,13,46,76,44,20,38,49,14,39,21,63,19,29,70
53,71,24,68,29,18,21,9,50,80,35,55,25,17,34,44,40,28,43,58
69,59,64,44,49,9,14,5,78,32,21,23,10,80,31,51,18,52,72,77
21,55,70,54,7,51,6,57,13,3,38,20,5,30,50,46,74,79,17,53
1,14,66,40,63,2,11,72,49,57,36,17,6,12,67,68,43,45,70,59
76,17,43,38,22,80,50,25,61,72,78,27,11,34,15,2,65,30,24,9
67,7,80,44,41,53,70,47,9,26,65,64,79,32,50,24,34,1,14,76
25,4,1,48,40,74,55,18,80,50,58,19,36,24,46,66,49,22,30,8
67,54,12,62,34,29,80,36,42,26,38,5,69,1,2,71,75,4,57,43
49,9,25,26,48,16,66,4,56,64,27,63,79,38,17,68,6,33,14,47
8,4,14,54,44,53,63,1,47,64,69,40,50,20,9,72,5,33,62,30
31,75,53,79,25,3,61,10,33,78,63,29,27,59,1,24,68,7,76,14
10,49,72,69,5,66,56,12,55,6,75,44,77,14,68,15,65,36,4,54
36,26,63,17,71,64,32,25,62,40,12,66,23,60,61,24,56,18,69,70
58,60,15,11,3,74,21,68,41,43,50,2,27,48,54,22,75,59,70,53
25,33,53,45,23,62,42,46,50,80,34,18,4,5,77,27,52,69,11,31
5,16,12,56,57,13,8,49,17,71,40,24,4,42,70,45,64,59,27,6
30,67,15,70,59,29,16,8,60,47,23,9,46,34,36,6,53,14,63,20
36,29,52,80,77,1,56,44,15,46,18,11,43,22,24,61,2,58,35,60
26,47,19,66,65,61,11,54,50,43,20,69,41,53,29,14,2,39,15,51
59,38,74,80,33,34,4,76,29,42,15,60,57,1,10,44,63,12,2,27
40,2,7,10,13,18,79,44,52,8,28,78,20,49,38,32,33,55,4,53
26,1,60,9,78,63,16,14,48,68,25,15,67,80,74,75,28,79,27,34
67,9,33,79,60,48,28,80,3,17,72,12,55,30,68,49,38,53,18,31
60,68,73,16,75,17,58,43,72,46,76,7,65,28,44,19,10,13,33,74
16,41,76,71,55,75,79,40,54,21,69,70,59,68,56,78,26,64,28,67
3,21,50,80,15,44,58,5,13,55,35,8,37,53,65,61,59,70,63,74
48,20,24,57,43,72,10,54,68,14,5,50,27,25,45,29,41,13,76,1
5,19,64,14,66,46,53,36,24,8,10,33,45,28,73,3,31,37,78,63
12,48,38,77,50,33,71,17,25,43,54,31,35,30,62,11,37,18,5,8
23,74,32,46,29,42,31,48,8,28,55,38,61,53,33,63,41,18,80,30
23,59,80,60,52,42,18,39,21,63,11,78,1,50,3,79,57,31,17,62
52,62,70,64,33,31,2,7,25,53,49,23,22,32,58,18,29,80,6,4
51,47,16,14,23,15,63,7,20,34,40,56,39,29,60,69,26,28,19,76
43,46,51,42,60,13,34,71,31,62,57,35,8,49,28,21,56,44,4,54
56,42,2,3,51,39,1,24,7,58,71,15,43,53,70,54,36,23,29,20
24,1,30,22,6,61,16,64,10,3,4,72,35,11,58,71,5,13,36,41
72,38,9,59,5,13,1,17,46,70,48,20,10,8,80,39,16,58,67,27
1,38,66,64,8,68,6,54,79,47,69,3,12,26,57,59,62,7,56,16
16,1,58,17,65,77,70,79,29,78,46,49,28,39,53,3,22,25,27,48
71,39,32,37,29,8,13,75,41,22,28,5,70,2,31,34,42,52,51,24
34,26,62,49,54,15,27,11,12,17,31,47,78,38,71,64,19,13,18,70
26,74,42,40,45,47,53,69,24,79,54,72,33,46,51,29,15,67,64,32
50,72,17,3,47,29,70,9,77,74,39,24,62,35,21,15,64,66,53,80
72,7,24,2,12,9,6,50,54,59,73,22,39,13,57,31,21,20,63,8
32,11,76,28,56,73,37,53,48,7,41,80,61,3,31,71,30,12,74,1
8,30,9,47,80,46,34,3,17,51,62,45,53,75,33,16,74,14,21,70
66,8,40,3,68,32,69,20,74,61,78,25,48,18,10,73,12,71,77,51
53,39,18,62,9,37,49,63,61,1,11,45,65,23,76,54,73,22,74,79
79,59,53,20,50,17,47,80,58,14,38,76,15,49,27,22,64,5,68,62
23,67,8,61,9,42,18,21,62,80,35,51,19,28,53,48,63,69,64,4
65,33,41,79,70,56,16,78,64,27,74,45,12,43,24,67,39,6,17,60
4,38,9,62,35,69,47,6,2,50,59,66,48,26,13,3,41,20,39,27
42,40,14,77,76,56,80,64,63,78,61,4,15,62,30,20,8,51,18,9
2,60,13,76,14,57,34,11,72,30,56,68,26,21,7,29,52,25,70,9
22,51,58,28,44,32,71,18,1,49,56,63,14,77,62,40,48,11,8,15
12,53,15,76,79,29,2,69,25,62,52,41,57,22,27,35,67,58,47,63
56,35,29,2,22,63,6,55,40,54,74,44,65,73,68,39,15,19,46,59
14,16,79,30,15,76,1,40,3,52,62,67,18,66,75,23,21,58,32,44
27,20,60,10,25,80,77,35,79,32,55,57,36,47,70,39,50,65,6,34
52,69,46,24,51,23,15,37,28,16,22,49,77,5,44,11,2,73,55,47
40,7,31,54,5,18,34,78,14,76,59,61,77,10,32,58,24,8,68,57
51,9,74,28,68,12,46,7,8,14,78,76,29,52,2,54,61,19,60,6
54,27,62,8,58,47,14,5,68,11,17,69,51,20,23,16,53,2,24,57
40,30,5,1,73,28,48,15,19,47,7,64,46,54,41,44,12,36,66,32
26,71,36,78,42,18,37,29,7,53,33,30,47,64,2,77,72,63,28,52
25,20,69,39,37,42,45,3,10,65,51,36,53,76,6,48,15,49,46,33
19,64,41,80,77,27,63,24,36,10,14,65,26,78,48,5,30,34,20,51
39,31,43,58,19,67,1,7,64,23,30,35,24,60,33,32,73,55,78,52
23,36,43,13,11,48,70,44,38,35,75,54,72,69,51,7,74,22,49,18
29,8,64,40,77,31,9,75,3,59,20,11,80,42,34,38,25,56,55,18
39,4,29,64,13,18,17,1,77,14,33,30,6,46,65,48,42,41,25,22
67,17,61,2,12,8,7,71,66,10,76,58,21,28,26,64,5,15,48,43
23,28,30,25,36,46,16,64,62,19,47,70,43,80,53,32,37,8,17,22
60,2,14,29,11,6,9,31,16,33,45,52,10,55,4,44,61,51,22,43
75,28,35,17,53,36,55,41,63,32,29,10,68,1,9,38,37,4,50,74
60,61,15,14,79,47,73,34,37,11,17,26,55,32,23,8,12,48,42,21
12,76,72,42,40,47,35,69,38,78,1,66,19,54,30,22,61,49,53,33
36,64,33,57,26,8,14,20,62,15,32,47,58,6,80,21,74,44,10,27
69,79,60,66,47,74,36,42,50,14,10,5,80,75,39,40,33,62,58,30
72,64,45,48,14,53,51,31,69,68,32,73,37,15,9,63,36,76,80,58
5,8,54,21,61,66,46,74,51,64,50,49,65,73,43,59,33,4,53,16
70,39,11,69,41,18,77,54,31,13,46,3,45,80,63,76,64,68,37,28
5,27,19,45,10,72,49,62,64,53,12,50,20,29,69,25,59,75,73,38
74,26,36,52,31,80,73,71,10,64,69,57,29,2,46,67,38,25,37,60
10,77,63,78,37,62,49,1,64,57,34,25,31,55,60,68,72,38,24,56
15,25,5,63,51,39,3,60,54,40,20,41,29,30,71,18,69,26,19,17
12,21,64,55,43,77,66,67,80,4,29,13,7,37,28,74,8,75,18,26
55,32,25,42,24,35,80,73,75,76,10,70,59,38,28,40,11,63,67,29
22,49,36,43,3,45,75,21,28,68,24,80,55,11,62,63,4,23,37,59
14,78,57,4,80,12,46,26,18,54,65,11,39,69,36,20,64,67,40,16
78,21,34,52,42,16,24,36,61,41,71,20,22,76,62,14,55,11,65,72
1,73,9,51,29,79,33,40,20,60,11,6,14,71,72,69,53,52,3,19
51,31,42,53,34,61,67,5,77,44,60,69,1,19,3,35,58,45,33,57
18,52,26,3,59,13,35,41,49,68,69,11,7,1,16,20,80,44,6,14
56,6,49,74,11,72,52,55,37,10,7,57,47,36,78,18,4,27,22,58
61,53,18,50,39,28,1,76,42,3,9,40,59,2,54,33,6,13,26,44
11,53,44,29,30,33,65,75,70,63,56,32,14,42,60,1,17,62,25,31
56,66,73,67,11,62,26,38,79,16,32,30,15,20,68,80,12,76,53,4
63,67,21,20,49,59,33,3,30,74,55,41,39,26,80,76,6,69,57,66
52,61,46,55,34,22,48,13,30,37,76,35,42,10,70,14,78,44,62,25
42,48,72,80,51,55,37,78,58,35,53,16,75,43,50,44,74,71,52,15
14,19,66,79,4,32,26,21,13,10,28,65,55,15,29,42,53,1,56,2
44,78,54,15,42,30,80,73,50,6,71,4,57,51,26,32,12,62,72,77
4,63,53,51,33,8,15,60,46,3,75,67,7,69,44,12,16,73,52,79
67,57,36,4,3,5,75,73,37,56,10,42,22,79,20,63,34,33,70,16
66,52,11,31,5,61,47,44,68,53,80,24,65,38,6,3,55,74,22,51
25,60,2,67,69,64,16,48,32,8,20,47,40,28,70,55,29,63,38,33
7,67,31,9,55,51,63,69,66,47,76,4,15,17,21,12,59,41,34,30
79,66,17,19,41,59,47,29,65,70,54,69,62,21,53,25,12,56,77,46
36,31,50,59,4,55,75,18,77,9,54,37,26,47,30,66,61,68,17,72
17,74,13,22,50,61,6,70,5,21,73,34,28,32,41,14,55,58,40,19
56,19,34,24,4,62,73,40,44,61,32,6,58,21,27,64,55,26,70,25
48,51,15,13,53,52,27,17,49,75,3,11,44,67,56,28,19,6,74,1
33,30,60,11,54,7,45,51,3,56,74,31,39,10,5,14,13,66,36,12
8,4,73,25,9,28,70,13,44,18,21,59,16,2,64,51,43,19,11,42
4,65,23,61,38,16,41,29,11,75,80,13,55,45,3,22,69,50,12,42
30,18,5,62,42,59,52,16,50,70,6,74,9,37,3,25,46,31,32,64
15,21,58,41,51,55,56,36,62,14,66,22,60,24,42,3,64,35,68,4
4,65,70,21,40,45,55,30,32,44,24,46,13,68,74,79,5,42,27,39
38,29,5,11,3,6,19,41,13,28,61,57,10,47,40,54,75,78,49,9
3,53,59,70,48,65,44,57,26,37,56,67,63,47,69,35,62,39,74,36
48,34,57,63,9,35,61,42,79,33,56,29,18,59,72,65,50,49,20,16
80,39,8,71,66,5,59,64,35,61,54,16,44,6,78,29,1,43,12,15
15,27,41,37,71,29,74,76,80,33,44,78,64,77,1,11,62,61,75,38
10,53,46,70,44,74,35,27,34,4,32,43,30,63,41,50,19,67,20,22
80,59,49,19,3,52,57,15,36,68,63,11,71,28,51,10,76,4,37,55
71,4,79,23,15,59,46,8,61,65,70,3,58,29,49,53,31,16,5,54
44,43,29,25,71,39,34,47,54,52,50,77,1,26,23,53,3,30,74,59
21,56,23,31,36,11,2,32,27,26,9,12,69,58,15,16,13,33,76,80
60,32,75,70,69,23,19,45,5,77,71,42,17,8,53,61,28,56,10,7
7,75,63,13,11,23,26,64,68,32,45,71,37,70,40,25,48,42,72,65
80,57,7,75,35,32,16,28,70,23,41,38,18,48,37,66,26,42,78,15
73,26,68,62,2,13,9,48,7,70,32,76,5,28,67,36,60,57,30,80
24,60,2,75,42,59,31,29,27,72,40,23,13,65,58,6,51,54,73,28
20,8,15,6,11,3,27,55,33,2,62,53,10,24,64,63,21,50,67,41
12,35,43,37,10,80,48,50,26,63,47,21,70,7,75,30,9,31,65,22
23,9,7,17,32,55,37,31,68,52,22,13,24,61,60,27,62,78,63,77
14,43,2,51,39,59,48,26,37,42,71,53,22,12,7,16,19,18,13,67
32,79,76,73,77,50,53,27,5,43,62,40,59,20,25,67,48,33,31,30
79,76,13,61,19,18,68,5,67,50,40,8,16,77,80,73,57,38,63,17
13,78,35,40,20,58,19,46,37,23,21,26,76,71,48,2,49,25,59,67
36,26,58,52,35,20,9,75,18,45,57,8,43,68,24,64,12,77,50,60
4,65,70,8,32,24,72,44,62,10,68,45,15,51,26,77,28,6,63,80
33,18,43,29,31,17,66,2,11,77,28,39,1,70,69,36,49,68,12,19
9,52,60,17,58,43,70,73,35,22,39,72,21,30,6,10,48,33,3,50
50,47,72,13,14,16,27,10,77,75,64,32,58,65,51,26,3,66,25,22
14,8,55,18,42,76,69,34,68,35,77,15,64,61,24,54,9,48,4,29
30,46,4,56,69,35,67,19,13,40,12,14,9,58,65,45,29,27,38,43
3,59,56,23,30,43,25,76,64,19,57,12,49,15,70,67,39,28,50,33
19,27,51,79,40,62,63,64,58,15,5,74,50,65,48,73,4,33,61,56
77,17,41,66,1,36,6,12,15,71,5,24,53,45,70,38,76,25,48,80
53,33,62,40,50,18,63,22,55,78,65,15,72,12,77,1,76,37,47,75
4,23,54,57,45,52,43,48,65,60,3,28,42,1,7,62,46,39,20,32
52,62,68,12,45,47,77,53,75,16,61,48,13,49,10,19,9,46,80,17
22,13,72,8,23,73,44,75,5,9,46,80,65,34,33,53,12,47,43,11
66,78,76,18,74,16,6,38,61,34,80,40,65,31,56,10,72,59,1,26
64,32,62,55,73,36,41,65,3,76,61,24,28,45,1,20,16,10,74,38
21,16,63,10,72,17,47,13,76,35,3,40,33,25,64,2,29,24,59,37
80,3,34,45,27,65,51,66,50,41,64,42,29,57,75,36,78,16,7,19
51,66,73,20,67,23,53,78,72,15,13,52,69,2,21,58,54,12,46,56
4,45,56,3,69,17,21,41,59,32,72,27,64,35,40,74,76,24,78,73
17,11,4,48,25,65,1,46,58,3,37,16,18,68,30,73,60,14,20,7
55,72,59,28,80,13,79,74,6,61,35,3,65,57,71,56,11,40,34,76
60,65,2,77,74,17,55,25,52,63,4,8,16,73,61,28,46,72,13,62
39,73,16,48,19,38,20,12,79,43,22,10,1,50,3,25,35,7,57,31
49,68,15,12,43,57,18,70,67,53,61,21,26,60,23,74,54,8,20,19
13,12,66,56,17,63,16,21,34,51,38,64,25,68,72,19,42,22,10,3
42,46,52,77,45,40,2,39,11,54,3,9,4,29,41,51,26,15,34,74
16,49,65,41,50,3,56,75,4,74,58,79,11,46,61,67,33,68,38,59
